id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15448686,The heart of central Copenhagen,9063803,Thomas,,Nrrebro,55.69133,12.56084,Entire home/apt,500,2,17,2022-07-03,0.23,1,0,4,
15456333,95m2 light apartment in a good neighbourhood,81614459,Caroline,,sterbro,55.70639,12.57814,Entire home/apt,599,2,58,2019-08-25,0.86,1,0,0,
15461010,Big apartment w balcony in the heart of Vesterbro,3746553,Henrik,,Vesterbro-Kongens Enghave,55.66565,12.55112,Entire home/apt,800,6,19,2022-08-05,0.27,1,11,5,
15475547,Center of Copenhagen (near Nørreport station),17543565,Julie,,Indre By,55.68473,12.57203,Entire home/apt,2450,2,16,2022-05-29,0.27,1,364,2,
15478389,Room with acces to kitchen and bathroom,99360771,Thora,,Brnshj-Husum,55.71018,12.46584,Private room,320,2,41,2020-02-18,0.57,1,0,0,
15490405,Quiet apartment in posh Frederiksberg,6880025,Nils Oskar,,Frederiksberg,55.68406,12.53561,Entire home/apt,1300,3,16,2022-08-24,0.59,1,89,9,
15491031,A quiet and sunny flat next to the center,34149768,Lucie,,sterbro,55.70144,12.59096,Entire home/apt,1349,3,10,2019-10-06,0.19,1,34,0,
15492522,"Lovely home, amazing view, 2 min from city center",99490045,Freja,,Indre By,55.66963,12.58991,Entire home/apt,1300,3,53,2022-09-13,0.76,1,0,11,
15494357,spacious downtown apartment in Vesterbro,22607112,Lilja,,Indre By,55.67493,12.56728,Entire home/apt,800,1,0,,,1,0,0,
15495079,Stylish studio w/ sunny balcony in Nørrebro,60882268,Sanne,,Nrrebro,55.69199,12.54626,Entire home/apt,900,2,18,2021-11-28,0.25,1,0,3,
15506116,Bright and spacious apartment,14738642,Vicki,,Frederiksberg,55.67566,12.54454,Entire home/apt,641,5,12,2022-08-30,0.17,1,50,5,
15516586,Homely Copenhagen Apartment!,41072064,Cecilie,,Bispebjerg,55.69886,12.52813,Entire home/apt,879,2,19,2022-08-12,0.37,1,105,3,
15532043,Bright room in hip Nørrebro,15827684,Peter,,Nrrebro,55.69731,12.54508,Private room,1000,3,44,2022-06-20,0.61,1,62,9,
15539513,Cosy apartment. 10 minutes from the city center,77280733,Marlene,,Nrrebro,55.68422,12.55683,Entire home/apt,750,3,30,2022-09-05,0.42,1,1,8,
15543254,Cozy spacious apartment in lovely Amagerbro,118670875,Tobias,,Amager st,55.66134,12.60829,Entire home/apt,489,1,18,2020-02-22,0.26,1,0,0,
15545219,Stylish 90m2 Apartment City Center-5 star reviews,66159090,Philip,,Vesterbro-Kongens Enghave,55.66992,12.55057,Entire home/apt,811,10,41,2022-01-15,0.58,1,0,1,
15548678,Lovely and spacious apartment in the heart of Frb,100068060,Louise Dahl,,Frederiksberg,55.6901,12.53329,Entire home/apt,480,3,54,2022-06-06,0.75,1,0,2,
15554875,Bright & Modern Apartment,431605,Jamiee,,Vesterbro-Kongens Enghave,55.66409,12.54747,Entire home/apt,700,1,34,2022-08-03,0.47,1,14,3,
15575423,"Cozy 2 bedrooms/100m2 flat,50 meters from metro st",100334612,Fernando,,Amager Vest,55.63755,12.58524,Entire home/apt,650,7,1,2016-12-15,0.01,1,0,0,
15576027,Room for rent in Copenhagen SV,268171,Rouslan,,Vesterbro-Kongens Enghave,55.64599,12.5256,Private room,194,7,2,2017-06-03,0.03,3,0,0,
15578166,Skøn lejlighed med altan i hjertet af Nørrebro,100360097,Josefine,,Nrrebro,55.69415,12.55387,Entire home/apt,1334,2,9,2022-07-25,0.12,1,0,3,
15580309,Kun 10 minutter til centrum,97684052,Abdalla,,Nrrebro,55.70336,12.55063,Private room,1100,1,1,2018-04-24,0.02,1,173,0,
15593062,"Luxurious, elegant and comfortable living in the heart of Copenhagen",47883582,Linda Christina,,Indre By,55.67501,12.57409,Entire home/apt,1964,2,198,2022-09-21,2.85,1,48,28,
15593142,Awesome apartment next to the metro,41126788,Jakob,,Frederiksberg,55.68008,12.52576,Entire home/apt,695,6,5,2021-12-16,0.09,1,0,1,
15599696,Cosy family friendly close to city,6604795,Danielle,,sterbro,55.70332,12.58449,Entire home/apt,843,6,10,2022-08-01,0.14,1,249,3,
15599760,Spacious and cosy apartment near the Lakes,96378204,Sarah,,sterbro,55.698,12.58655,Entire home/apt,850,2,28,2022-04-17,0.50,1,0,1,
15611879,Penthouse in quiet area near Copenhagen center,100662002,Casper,,sterbro,55.72857,12.56612,Entire home/apt,1149,2,34,2022-08-07,0.48,1,144,13,
15628680,Lovely spacious  apartment close to center,81312872,N Dominika,,Amager Vest,55.66349,12.5948,Entire home/apt,829,3,1,2022-07-07,0.37,1,0,1,
15629154,Super modern and fully equipped 50 kvm,7101493,Behrang,,Nrrebro,55.69957,12.54652,Entire home/apt,1057,2,21,2022-06-18,0.32,1,277,4,
15631201,Hyggelig lejlighed i København N,83758279,Katrine,,Nrrebro,55.68976,12.54406,Entire home/apt,1200,1,25,2022-09-18,0.35,1,8,9,
15637782,Cosy 2 br in Nørrebro - great for young families,58437049,Celine,,Nrrebro,55.68584,12.55211,Entire home/apt,750,4,15,2018-08-21,0.24,1,24,0,
15639989,Holiday in wonderful Copenhagen ?,100882422,Olivia,,sterbro,55.71149,12.57345,Private room,461,2,91,2022-07-28,1.27,1,0,1,
15640892,Cosy and light home in hip CPH V,2603245,Loa,,Vesterbro-Kongens Enghave,55.6684,12.54977,Entire home/apt,800,5,8,2019-08-27,0.12,1,0,0,
15645653,Cosy apartment in vibrant Nørrebro,100681875,Ida,,Nrrebro,55.70078,12.5531,Entire home/apt,620,7,38,2022-08-20,0.53,1,0,3,
15658496,Lejlighed med stor altan i hjertet af København,87073552,Simon Louis Egeris,,Indre By,55.682494,12.565044,Entire home/apt,1346,2,2,2022-08-21,1.05,1,339,2,
15671191,Beautifull spacious family friendly Apartment,8604224,Ryanne   (& Anders),,Amager Vest,55.65098,12.61069,Entire home/apt,595,2,12,2022-07-24,0.17,1,37,2,
15672465,Cozy Scandinavian room - located next to the metro,22600613,Sarah Benedicte,,Frederiksberg,55.68078,12.52397,Private room,500,2,39,2021-11-28,0.54,1,0,2,
15676231,"5-10. min to Airport, City, Beach,Congress, Arena1",101248628,Arne & Annette,,Amager Vest,55.64223,12.59031,Entire home/apt,810,30,195,2022-09-11,2.80,2,310,15,
15677897,Private Scandinavian Studio with terrace,72724310,Beata,,Bispebjerg,55.7066,12.53123,Entire home/apt,599,2,87,2020-08-21,1.22,2,0,0,
15697358,"250m2 on Strøget, the heart of Copenhagen",17841358,Oskar,,Indre By,55.6782,12.57302,Entire home/apt,5000,2,102,2022-09-07,1.45,4,319,14,
15698932,Lækker moderne lejlighed i charmerende kanalby,16736667,Lisbeth,,Vesterbro-Kongens Enghave,55.65261,12.54842,Entire home/apt,1056,2,46,2022-09-18,0.65,1,227,7,
15725264,Modern eclectic apartment in Vesterbro,101600673,Ida,,Vesterbro-Kongens Enghave,55.67164,12.55835,Entire home/apt,1750,2,8,2022-06-05,0.15,1,296,1,
15732251,"Newly renovated, 125 sqm, best location Copenhagen",17118930,Christian,,Indre By,55.68246,12.56363,Entire home/apt,2000,1,63,2022-09-18,0.89,1,329,6,
15733085,"Explore CPH from a great 100 m2, 3-room apartment",82011578,Bjørn,,Amager Vest,55.66609,12.59712,Entire home/apt,836,2,95,2022-09-18,1.34,1,20,20,
15749298,"Charming apartment, perfect location",56587931,Evelyn,,sterbro,55.70569,12.58618,Entire home/apt,900,3,10,2019-09-07,0.14,1,0,0,
15766132,Bright and clean apartment in wonderful Copenhagen,13945744,Anne,,Bispebjerg,55.70398,12.53399,Entire home/apt,500,3,31,2022-08-04,0.43,1,0,3,
15798192,Cosy appartment at beautiful Frederiksberg C,6609096,Lene,,Frederiksberg,55.68516,12.54192,Entire home/apt,750,3,4,2020-07-14,0.10,1,0,0,
15798229,Cosy apartment in the heart of Nørrebro,102213397,Frederik Ingolf,,Nrrebro,55.68612,12.54834,Entire home/apt,950,4,2,2022-07-10,0.71,1,0,2,
15814625,"Cozy apartment, very central location",102362692,Julie,,Indre By,55.67766,12.58344,Entire home/apt,1400,2,65,2022-09-09,0.98,1,69,26,
15815179,"75 kvm modern apt., great location",11943135,Sanne,,Vesterbro-Kongens Enghave,55.66427,12.55474,Entire home/apt,1500,2,81,2022-09-11,1.13,1,0,22,
15816958,Luxury flat close to the city of Copenhagen,37530594,Martin,,sterbro,55.72123,12.5741,Entire home/apt,700,3,6,2019-06-21,0.09,1,23,0,
15828410,2 BR spacey and modern apartment with balcony,22783131,Jesper,,sterbro,55.71202,12.56724,Entire home/apt,500,14,2,2017-09-07,0.03,1,0,0,
15852193,"3 rooms, balcony & view of the Copenhagen skyline",33996304,Rose,,sterbro,55.69835,12.57744,Entire home/apt,706,3,7,2022-01-17,0.10,1,0,5,
15852986,Central apartment next to Canal,34704128,Robert,,Amager Vest,55.66749,12.57897,Entire home/apt,800,7,14,2019-08-28,0.20,2,83,0,
15854371,Spacious & Cozy Apartment at The Lakes,9804660,Bjarke,,sterbro,55.69729,12.58094,Entire home/apt,1800,4,22,2022-08-28,0.35,1,0,7,
15862390,Sunny room in historic area 4 km from city center.,27109026,Nathalie,,Amager Vest,55.65581,12.60718,Private room,500,1,126,2022-01-07,1.76,3,0,1,
15865259,Bright room in historic area 4km from city center.,27109026,Nathalie,,Amager Vest,55.65734,12.60625,Private room,600,2,38,2022-09-20,0.54,3,0,8,
15865923,Hyggelig 4 vær lejlighed i ❤️af Nørrebro,13636828,Jeppe,,Nrrebro,55.68992,12.54429,Entire home/apt,800,3,35,2022-04-18,0.49,1,2,4,
15873086,"Charming, bright apartment for friends and couples",23372252,Christine,,Valby,55.66749,12.51916,Entire home/apt,700,4,10,2022-08-31,0.16,1,250,3,
15906803,Cozy Apartment w. Balcony in the Heart of Nørrebro,265010,Claire,,Nrrebro,55.69234,12.55811,Entire home/apt,1216,2,67,2020-08-21,0.98,2,75,0,
15914680,Charming apartment perfect for couple or family,97602202,Mikkel Straarup,,Nrrebro,55.70169,12.5408,Entire home/apt,620,4,5,2018-08-06,0.07,1,0,0,
15921115,Lys og rummelig 2-plans lejlighed 10 min. fra city,103301118,Marlene,,Vanlse,55.69376,12.5137,Entire home/apt,585,2,19,2022-06-18,0.27,1,42,1,
15927839,"Amager super dejligt hus, tæt på Lufthavnen.",103352540,Sussi,,Amager Vest,55.64925,12.61247,Entire home/apt,1600,2,12,2022-09-04,0.29,1,52,7,
15928190,TOP 1% Rated - 79 m2 Modern Apartment 90m->Strøget,4593247,Joakim,,Indre By,55.67927,12.58117,Entire home/apt,775,2,41,2021-09-02,0.58,1,0,0,
15936225,Cosy flat in the heart of Vesterbro/Frederiksberg,3750347,Jes Vissing,,Vesterbro-Kongens Enghave,55.67161,12.5465,Entire home/apt,450,3,24,2022-04-17,0.34,1,0,2,
15936402,Beautiful home,20948613,Marjahan,,Vanlse,55.67824,12.48916,Entire home/apt,700,3,21,2022-08-03,0.33,1,255,6,
15945821,Cozy apartment in funky Nørrebro,4605983,Tomas,,Nrrebro,55.69942,12.54572,Entire home/apt,672,2,40,2022-06-05,0.60,2,45,1,
15947246,Extremely nice & cosy apartment!,27366019,Thomas,,Frederiksberg,55.68641,12.5385,Entire home/apt,745,4,32,2021-11-17,0.49,1,0,1,
15948318,Family friendly and green oasis 5 km from center,2635441,Thilde,,Brnshj-Husum,55.70279,12.50433,Entire home/apt,675,4,5,2018-09-01,0.09,1,0,0,
15948446,Central apartment Close to Metro & City. +Balcony.,28938642,Maria,,Amager Vest,55.6649,12.59653,Entire home/apt,1200,6,6,2019-08-18,0.09,1,8,0,
15961249,Large apartment in the centre of Copenhagen,31010654,Anne Lilli,,Indre By,55.68644,12.58042,Entire home/apt,1100,2,13,2022-08-25,0.19,1,0,6,
15977765,Cosy apartment with big balcony central Nørrebro,64539173,Lola Maria,,Nrrebro,55.68643,12.55869,Entire home/apt,800,2,9,2019-07-26,0.14,1,0,0,
15981482,"Clean & safe Spacious flat, centrally located",103835223,Ulrika,,Nrrebro,55.68895,12.5623,Entire home/apt,800,4,39,2022-08-21,0.55,1,7,4,
15992512,Charming city house in an amazing location,103938165,Liza Parnov,,Indre By,55.67138,12.59104,Entire home/apt,1700,3,41,2022-07-26,0.58,1,0,5,
16008729,Classic Flat 2 rooms  NordVest 15 mins citycenter,7577998,Florencia,,Bispebjerg,55.70445,12.52616,Entire home/apt,339,3,17,2019-12-27,0.24,1,0,0,
16009150,Charming studio apartment next to King's Garden,9869246,Lars,,Indre By,55.68462,12.583,Entire home/apt,786,2,379,2022-09-16,5.34,4,62,73,
16013289,Nyhavn! Best location in Copenhagen,2803181,Chris,,Indre By,55.67882,12.59261,Entire home/apt,4000,5,76,2022-07-31,1.07,1,357,10,
16038432,"Exceptionel, historic and charming apartment",13863383,Vibeke,,sterbro,55.70168,12.57552,Entire home/apt,950,3,35,2022-04-16,0.50,1,0,1,
16058097,Charming and unique home in Østerbro,58130062,Jeannie,,sterbro,55.70181,12.57875,Entire home/apt,302,3,1,2019-07-07,0.03,1,0,0,
16066118,"Bright, charming apartment",83138042,Anna,,Vesterbro-Kongens Enghave,55.66549,12.55097,Entire home/apt,750,1,57,2022-07-24,0.81,1,0,11,
16077817,Sweet apartment in the coolest part of Nørrebro,20296473,Majken Barbro,,Nrrebro,55.68672,12.54384,Entire home/apt,892,4,62,2022-09-01,0.88,1,0,16,
16082519,"Beautiful villa, perfect for families with kids",104808575,Petrine,,Valby,55.65543,12.52097,Entire home/apt,1300,7,16,2022-08-06,0.23,1,0,1,
16117322,Charming two bed apartment in Copenhagen,102191170,Sofie Sørine,,Bispebjerg,55.70645,12.53605,Entire home/apt,600,2,29,2022-09-19,0.42,1,0,7,
16122707,Unique Penthouse in the Center of Copenhagen!,48510676,Frank,,Indre By,55.68527,12.58755,Entire home/apt,9643,3,36,2022-06-19,0.52,1,354,2,
16128152,"Cosy personal apartment, 15min. from City Center",54533597,Nadja,,Nrrebro,55.70226,12.5545,Entire home/apt,310,4,19,2022-08-18,0.27,1,3,4,
16133939,Bright room in central Copenhagen,21567692,Alan,,Valby,55.66504,12.5099,Private room,310,1,0,,,3,0,0,
16140854,"Cosy, spacius and central with balcony",8085539,Linnea,,sterbro,55.69454,12.5711,Entire home/apt,1050,3,18,2022-08-29,0.26,1,0,3,
16143368,Cozy room in large and super central apt,10057631,Kelly,,Indre By,55.67725,12.58832,Private room,550,3,15,2022-06-30,0.21,1,4,4,
16157303,"75m2 of ""hygge"" on Baldersplads",12115121,Martha Josefine,,Nrrebro,55.70247,12.54763,Entire home/apt,985,4,20,2022-08-19,0.38,1,62,4,
16159950,"The best, convenient & cozy apartment for all!",8888689,Emily,,Amager Vest,55.64558,12.61432,Entire home/apt,770,2,75,2022-09-22,1.11,1,75,17,
16169322,Great little central apartment,45165216,Nivi,,Vesterbro-Kongens Enghave,55.67085,12.55679,Entire home/apt,505,2,77,2022-05-16,1.09,1,0,3,
16173843,Dejlig lejlighed,105586029,Tamara,,Nrrebro,55.69294,12.54395,Entire home/apt,549,1,63,2022-08-13,0.91,1,8,7,
16177573,Lovely located in the heart of CPH,105620772,Katrine Lilholt,,Indre By,55.68014,12.57399,Entire home/apt,900,5,6,2021-07-28,0.09,1,0,0,
16189306,Unique apartment,21524867,Simon,,Nrrebro,55.698,12.54025,Entire home/apt,850,2,35,2022-09-11,0.50,1,0,7,
16190450,"Modern, luxurios 2BR SHARED penthouse",15047667,Peter,,Vesterbro-Kongens Enghave,55.67309,12.55758,Private room,602,60,4,2016-12-18,0.06,1,0,0,
16191652,Quiet and Cozy apartment,105735132,Alexander,,Nrrebro,55.70383,12.55617,Entire home/apt,1056,3,25,2022-08-27,0.35,1,16,1,
16195692,Central 70sqm. apartment with 2 balconies,6284225,Ivo,,Nrrebro,55.70038,12.55376,Entire home/apt,850,5,31,2022-04-29,0.44,1,0,1,
16200991,Bright apartment in center of CPH,54336164,Karina,,Indre By,55.69105,12.57454,Entire home/apt,850,2,29,2020-02-02,0.41,1,234,0,
16226927,Room with balcony in shared apartment in the city!,106037305,Victor,,Bispebjerg,55.70542,12.52581,Private room,892,3,0,,,1,0,0,
16239323,"Architects’ own home; large, luxurious and central",475159,Justine,,Frederiksberg,55.67616,12.5408,Entire home/apt,2300,2,7,2019-10-05,0.10,1,314,0,
16248647,Cozy Room with balcony in the center of Copenhagen,106237048,Amalie,,Nrrebro,55.69354,12.5424,Private room,1214,1,31,2022-08-25,0.44,1,365,6,
16249848,Copenhagen - Room! Cosy and cheap:),22685036,Line Maria Krista,,Bispebjerg,55.7096,12.53264,Private room,350,4,102,2022-03-18,1.46,2,323,4,
16251485,CENTRAL&MODERN PRIVATE ROOM close to FISKETORVET,24904719,Mintra,,Vesterbro-Kongens Enghave,55.66081,12.56047,Private room,389,3,0,,,1,0,0,
16255436,Most central flat in whole Denmark 151 m²/Elevator,106291322,Per,,Vesterbro-Kongens Enghave,55.67221,12.56554,Entire home/apt,1698,30,91,2021-08-31,1.33,1,299,0,
16268290,One of a kind penthouse in the heart of Copenhagen,4396241,Elly,,Indre By,55.67759,12.57276,Entire home/apt,4685,1,78,2022-09-18,1.12,6,262,17,
16274038,Charming apartment for two!,63618694,Anne Sofie,,Amager Vest,55.66539,12.59781,Entire home/apt,603,2,52,2022-09-04,0.78,1,0,5,
16293515,Lovely place in the heart of trendy Nørrebro,96778402,Kristina,,Nrrebro,55.69069,12.55951,Entire home/apt,914,2,1,2020-03-03,0.03,1,0,0,
16297813,Perfect apartment for the small family,15219023,Marie,,sterbro,55.70388,12.58944,Entire home/apt,921,7,21,2021-10-21,0.31,1,106,1,
16317583,Large city appartment close to the beach.,8687544,Line,,Amager st,55.6618,12.62049,Entire home/apt,1000,2,25,2020-08-23,0.38,1,0,0,
16320153,Cosy apartment in CPH!,22685036,Line Maria Krista,,Bispebjerg,55.70927,12.5305,Entire home/apt,399,3,19,2022-08-14,0.27,2,23,13,
16328654,Cozy Room in Shared Flat | Copenhagen City Center,11955794,Marco,,Indre By,55.67765,12.57306,Private room,850,2,22,2022-08-12,0.31,1,0,1,
16333355,Charming and luxurious apartment in  Copenhague,1389797,Lorenzo,,Nrrebro,55.70188,12.55024,Entire home/apt,900,3,13,2022-07-28,0.21,1,5,5,
16334457,Big flat with a balcony in the trendy Vesterbro,93790792,Peter,,Vesterbro-Kongens Enghave,55.67135,12.54684,Entire home/apt,1175,2,24,2022-04-16,0.36,1,171,1,
16336921,Cozy home in the heart of Østerbro Copenhagen,3461115,Mark,,sterbro,55.70475,12.57944,Entire home/apt,600,2,9,2022-08-01,0.13,2,0,1,
16340431,Cozy place in trendy Nørrebro,20404969,Michela,,Nrrebro,55.70671,12.55443,Entire home/apt,950,2,26,2022-05-15,0.39,1,22,4,
16341400,Bright comfy apartment in Amagerbro,4213058,Mia,,Amager st,55.66651,12.60906,Entire home/apt,750,14,5,2022-04-12,0.07,1,0,1,
16347825,"Private room - Colourful, Free Coffee",5405407,Riccardo,,Valby,55.67002,12.49028,Private room,275,7,90,2022-07-29,1.29,1,0,6,
16349525,Charming Vesterbro flat,7609254,Morten,,Vesterbro-Kongens Enghave,55.66813,12.54108,Entire home/apt,530,2,6,2017-07-24,0.09,1,12,0,
16358824,Green & sunny oasis close to beach and city center,15577047,Signe,,Amager st,55.64711,12.6303,Entire home/apt,2200,5,2,2022-07-28,0.91,1,74,2,
16358980,"Hip apartment in the central, hipster neigborhood",7808734,Caroline,,Vesterbro-Kongens Enghave,55.66974,12.55725,Entire home/apt,1029,2,107,2022-09-20,1.52,2,9,25,
16361221,Spacious (150 m2) home w/ garden,6351669,Rie,,Brnshj-Husum,55.70484,12.47079,Entire home/apt,900,3,25,2021-07-25,0.36,1,0,0,
16365626,Big Light Room,14245180,Guillaume,,Bispebjerg,55.70553,12.52715,Private room,369,30,3,2022-09-01,0.51,8,235,3,
16378183,"2p room in Cph, close to city, concerts & nature",107276989,Ann,,Amager Vest,55.66024,12.5988,Private room,454,1,108,2022-09-05,1.54,1,23,21,
16397010,Cosy and spacey apartment!,33025844,Jacob,,Frederiksberg,55.68921,12.51813,Entire home/apt,58000,14,16,2020-03-15,0.23,1,0,0,
16415632,"Charming, cozy apartment - City center -quiet area",23669364,Rikke,,Indre By,55.68265,12.56451,Entire home/apt,1000,4,28,2022-06-30,0.41,1,15,3,
16419704,Nice room in a great apartment,26671358,Jacob,,Vesterbro-Kongens Enghave,55.64649,12.54849,Private room,500,3,17,2022-08-29,0.27,1,143,9,
16420677,Super central and lovely apartment w/ big balcony,54964471,Thomas,,Amager Vest,55.66055,12.58413,Entire home/apt,1000,5,22,2021-08-24,0.32,1,0,0,
16423119,"218 m2, søerne, kontor, familievenlig, rent, wifi",98107279,Peter,,Indre By,55.69102,12.56972,Entire home/apt,2982,2,174,2022-08-28,2.51,1,7,26,
16425627,Large house 20 minutes from city centre.,23533927,Sanne,,Brnshj-Husum,55.70343,12.4807,Entire home/apt,895,4,1,2017-04-16,0.02,1,23,0,
16458482,Unique penthouse in the heart of Copenhagen,62358590,Johanna,,Indre By,55.67812,12.57917,Entire home/apt,8000,2,3,2017-03-23,0.04,1,89,0,
16460024,Renovated two-story penthouse in city's hip area,3281875,Abdel,,Vesterbro-Kongens Enghave,55.66768,12.55779,Entire home/apt,1700,3,7,2021-07-24,0.10,1,0,0,
16482678,Unique apartment in great location,10698405,Thomas,,Vesterbro-Kongens Enghave,55.66991,12.54699,Entire home/apt,814,2,70,2022-09-05,1.04,1,90,7,
16502080,Light and charming 1 room city apartment,10562399,Ida,,Bispebjerg,55.70912,12.5316,Entire home/apt,350,5,36,2021-07-16,0.52,1,0,0,
16502386,Bedroom in light central apartment,6801271,Bee,,Amager Vest,55.66394,12.57869,Private room,610,1,8,2022-09-16,0.15,1,88,5,
16516821,"Beautiful flat near city centre, beach and airport",44408104,Tanja,,Amager st,55.66183,12.62202,Entire home/apt,1400,4,46,2022-08-23,0.70,1,3,12,
16566461,"stor villa tæt på centrum, strand og metro",109122301,Michael Fabricius,,Amager st,55.65698,12.62576,Entire home/apt,1600,7,5,2022-07-08,0.09,1,51,3,
16595048,Cosy home in the heart of Nørrebro,7653806,Andreas,,Nrrebro,55.69125,12.55381,Entire home/apt,1750,4,31,2022-09-05,0.45,1,0,1,
16598144,"Lovely bright and big villa, perfect for families",226032,Marie-Louise,,Vanlse,55.69691,12.49863,Entire home/apt,850,5,0,,,1,276,0,
16599147,Cozy family house close to metro,3640535,Samantha,,Amager Vest,55.64481,12.5918,Entire home/apt,1250,5,15,2022-07-30,0.24,1,0,3,
16606222,Charming house in a cozy garden community.,84730234,Louise,,Amager Vest,55.6455,12.597,Entire home/apt,1000,2,16,2022-07-25,0.23,1,0,2,
16611128,Luxurious Villa Apartment near City Centre!,33260831,Helle,,Brnshj-Husum,55.70273,12.49787,Entire home/apt,1829,3,82,2022-09-23,1.23,2,297,11,
16612966,Amazing stay in luxury and location,10578506,Yasmin,,Indre By,55.67602,12.59101,Entire home/apt,3200,4,29,2022-09-03,0.47,1,351,4,
16613314,Townhouse close to the beach,67587535,Carina,,Amager Vest,55.65371,12.56674,Entire home/apt,1257,5,12,2022-07-28,0.23,1,5,2,
16614696,Cozy quiet room with a LAKE view .,3890547,Obreja,,Brnshj-Husum,55.70885,12.45573,Private room,350,14,19,2022-08-25,0.28,1,71,3,
16616920,"Private room in Copenhagen, close to train station",109691813,Feriel,,Valby,55.65298199999999,12.5119793,Private room,335,1,19,2022-09-17,7.92,1,5,19,
16627202,Cozy renovated apt with balcony - close to city,6816492,Helle,,Frederiksberg,55.68836,12.52876,Entire home/apt,800,2,18,2022-08-24,0.27,1,90,3,
16638369,Modern apartment in  downtown CPH,12821672,Susanne,,Indre By,55.67917,12.56436,Entire home/apt,2000,20,13,2021-10-10,0.20,1,1,1,
16647246,Unique 85 sqm apartment in the best part of Cph N,3182184,Søren,,Nrrebro,55.69511,12.54359,Entire home/apt,950,3,49,2022-07-31,0.71,1,4,5,
16658484,Cozy Apartment near Copenhagen Central,110142697,Magnus,,sterbro,55.70655,12.57809,Entire home/apt,1499,4,22,2019-08-25,0.33,1,179,0,
16668759,Room incl. own bathroom near the city center,109667226,Nanna & Bjarke,,Amager Vest,55.66164,12.58628,Private room,500,1,17,2018-04-22,0.25,1,0,0,
16669425,Large Bedroom in central Copenhagen,109219513,Bahar,,sterbro,55.70749,12.57487,Private room,600,4,16,2019-10-07,0.24,1,0,0,
16681783,"New, cosy 100m2 apartment close to the city center",15000042,Mathilde,,Amager st,55.66719,12.60158,Entire home/apt,1550,4,24,2022-07-30,0.35,1,17,3,
16682305,"Apartment overlooking the lakes, near city centre",35819347,Josefine,,Indre By,55.68969,12.57489,Entire home/apt,1086,5,27,2022-09-24,0.40,1,186,14,
16685297,Cosy room close to airport and the city center,11501548,Lenka,,Amager st,55.65389,12.61413,Private room,400,2,36,2022-05-08,0.52,1,1,6,
16687773,The perfect location,2615507,Camilla,,Indre By,55.68197,12.58171,Entire home/apt,1933,2,136,2022-08-29,2.02,1,0,26,
16700387,Lejlighed på Vesterbro,109156079,Bente,,Vesterbro-Kongens Enghave,55.66907,12.55497,Entire home/apt,700,5,98,2022-09-13,1.43,1,221,21,
16701417,"God size cosy apartment, close to everything",110632607,Steen,,sterbro,55.69875,12.57389,Entire home/apt,706,6,1,2018-07-10,0.02,1,0,0,
16715080,Beach House next to city center and airport,38341767,Lauriane,,Amager st,55.65727,12.63188,Entire home/apt,1300,6,17,2018-07-01,0.25,1,73,0,
16730366,THE CHOCOLATE FACTORY -HIP APT. with big terrace!,8282898,Rikke,,Nrrebro,55.70372,12.54411,Entire home/apt,1500,3,36,2022-08-09,0.53,1,285,8,
16736752,Cozy apartment w. balcony,2814475,Jesper,,Nrrebro,55.69278,12.54614,Entire home/apt,1090,4,9,2022-07-24,0.14,1,0,1,
16748251,Chefs home in the heart of Copenhagen,27352286,Mathias,,Indre By,55.68116,12.56391,Entire home/apt,800,3,30,2022-08-12,0.43,1,0,8,
16752298,Super centralt beligende nyrenoveret lys lejlighed,111147624,Dorte,,Amager st,55.64714,12.6197,Entire home/apt,900,3,15,2022-06-18,0.22,1,146,3,
16753125,Modern Penthouse with views over Frederiksberg,3351636,Ben,,Frederiksberg,55.6828,12.50445,Entire home/apt,1000,3,1,2019-05-25,0.02,1,158,0,
16762992,Lives like a Copenhagen hipster!,8220780,Heaven,,Vesterbro-Kongens Enghave,55.67043,12.54523,Entire home/apt,425,3,3,2018-05-14,0.05,1,0,0,
16767836,Well decorated and spacious apartment with balcony,3739687,Signe,,Vesterbro-Kongens Enghave,55.6652,12.5477,Entire home/apt,1350,2,32,2022-08-22,0.46,1,302,7,
16773191,"Charming house, central location (Metro)",111369951,Dorthe Marie,,Vanlse,55.68678,12.47961,Entire home/apt,1225,4,10,2019-10-20,0.18,1,0,0,
16785710,Private nice room close to city center and metro!,8563709,Nicolas,,Amager st,55.66705,12.61269,Private room,650,2,8,2022-09-10,1.15,1,361,8,
16787456,Apartment in Nørrebro (2 rooms),95916402,Eva,,Nrrebro,55.69808,12.55152,Entire home/apt,216,6,34,2021-08-23,0.50,1,0,0,
16790616,Charming apartment close to Central Copenhagen,2566311,Stefan,,Vesterbro-Kongens Enghave,55.66631,12.55654,Entire home/apt,568,3,14,2020-01-02,0.21,1,0,0,
16790890,A spacious house close to Copenhagen city center,96194052,Sine,,Brnshj-Husum,55.71034,12.51089,Entire home/apt,2500,2,42,2022-09-11,0.63,1,156,20,
16792044,Modern townhouse with private terrace,27896180,Louise,,Amager st,55.66836,12.61383,Entire home/apt,1250,2,26,2022-08-01,0.39,1,0,2,
